#blinkered/attestations/2 language=bg words=54698 sources=18 built=2026-09-23 digest=be2b1641b949ebdb
#tokens gut=48923 ia=27184026 lz:bul_news_2020_1M=441073 lz:bul_news_2022_1M=639294 lz:bul_newscrawl_2017_1M=2363882 tat=98683 web:24chasa.bg=115676 web:actualno.com=522461 web:bnr.bg=202322 web:bta.bg=353663 web:dir.bg=24746 web:dnes.bg=615481 web:economic.bg=281342 web:fakti.bg=956984 web:investor.bg=65345 web:mediapool.bg=18342 web:nova.bg=197696 web:novini.bg=648 web:pik.bg=332790 web:segabg.com=271739 wiki:bg=79796054 wikisource:bg=2098752
НАЗНАЧАВАЛА	ia,lz:bul_newscrawl_2017_1M,wiki:bg	1,1,2	ia:blgarskitsrkoven01unse/blgarskitsrkoven01unse_djvu.txt lz:bul_newscrawl_2017_1M:http://www.segabg.com/article.php?id=473211 wiki:bg:224253 wiki:bg:852781
НАСТОЙЧИВИЯТ	ia,lz:bul_newscrawl_2017_1M,wiki:bg	1,1,2	ia:partien-zhivot-197x-198x-bcp--/Partien_zhivot%201973%2010%E2%80%9418_djvu.txt lz:bul_newscrawl_2017_1M:http://www.duma.bg/node/72010 wiki:bg:744150 wiki:bg:843819
НАТИКАН	ia,lz:bul_newscrawl_2017_1M,web:fakti.bg,wiki:bg	1,1,1,2	ia:gamers-workshop-24/Gamers'%20Workshop%2024_djvu.txt lz:bul_newscrawl_2017_1M:http://www.ndt1.com/article.php/20120508170000571 web:fakti.bg:https://fakti.bg/bulgaria/1024868-klient-blokira-kasa-v-kaufland-zaradi-resto-v-evro wiki:bg:263100 wiki:bg:814124
НАТРАПЕНИЯ	ia,lz:bul_newscrawl_2017_1M,wiki:bg	1,1,2	ia:minalotoocherki00zaimgoog/minalotoocherki00zaimgoog_djvu.txt lz:bul_newscrawl_2017_1M:http://www.dnesbg.com/obshtestvo/pevtsite-na-vbalgartchev-obraha-nagradite-na-sabora-vavliga-peev.html wiki:bg:51291 wiki:bg:861756
НАТРУПВАЛ	ia,lz:bul_newscrawl_2017_1M,wiki:bg	1,1,2	ia:osnovinaliteratu00mark/osnovinaliteratu00mark_djvu.txt lz:bul_newscrawl_2017_1M:http://www.struma.com/lyubopitno/tova-veche-e-skandalno-v-golyam-magazin-u-nas-prodavat_112307/ wiki:bg:89823 wiki:bg:141565
НАФТОВИ	ia,lz:bul_newscrawl_2017_1M,wiki:bg	1,1,2	ia:20200526_20200526_0419/%D0%93%D1%83%D1%81%D0%B5%D0%B2%20%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%20%D0%A0%D1%83%D1%81%D0%BA%D0%BE-%D0%B1%D1%8A%D0%BB%D0%B3%D0%B0%D1%80%D1%81%D0%BA%D0%B8%20%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%20%D1%80%D0%B5%D1%87%D0%BD%D0%B8%D0%BA_djvu.txt lz:bul_newscrawl_2017_1M:http://www.dnes.bg/zvezdi/2011/07/14/iavor-baharov-spipan-s-marihuana.124020,3 wiki:bg:699918 wiki:bg:768981
НЕЗАСТРАХОВАНИ	ia,lz:bul_newscrawl_2017_1M,wiki:bg	1,1,2	ia:ponedelnik-5-6-web/ponedelnik-5-6-web_djvu.txt lz:bul_newscrawl_2017_1M:http://www.ndt1.com/article.php/20130129134510583 wiki:bg:97352 wiki:bg:550683
НЕЗАСЯТА	ia,lz:bul_newscrawl_2017_1M,wiki:bg	1,1,2	ia:20250717_20250717_0147/%D0%9B%D1%8E%D0%B1%D0%BE%D0%BC%D0%B8%D1%80%20%D0%9B%D0%B5%D0%B2%D1%87%D0%B5%D0%92%20%E2%80%93%20%D0%A1%D0%A2%D0%98%D0%A5%D0%9E%D0%92%D0%98%D0%94%D0%95%D0%9D%D0%98%D0%AF_djvu.txt lz:bul_newscrawl_2017_1M:http://www.ndt1.com/article.php/20150630212339818 wiki:bg:66231 wiki:bg:167664
НЕЗЕМНИТЕ	ia,lz:bul_newscrawl_2017_1M,wiki:bg	1,1,2	ia:pavlin_dekov_yahoo_48/48%20%D0%97%D0%B0%D0%BA%D0%BE%D0%BD%D0%B0%20%D0%BD%D0%B0%20%D0%B2%D0%BB%D0%B0%D1%81%D1%82%D1%82%D0%B0_djvu.txt lz:bul_newscrawl_2017_1M:http://www.dnes.bg/muzika-drugi/2014/05/30/vasko-vasilev-s-jest-kym-decata.227258 wiki:bg:98076 wiki:bg:100467
НЕИЗСЛЕДВАНОТО	ia,lz:bul_newscrawl_2017_1M,wiki:bg	1,1,2	ia:gamers-workshop-71/Gamers'%20Workshop%2071_djvu.txt lz:bul_newscrawl_2017_1M:http://www.ndt1.com/article.php/2011081410580929 wiki:bg:322345 wiki:bg:342324
